name,state_postal_abbreviation,description,latitude,longitude,egrid_subregion_abbreviation,climate_division_name
01504,MA,Blackstone,42.028147,-71.52999,NEWE,MA2
01505,MA,Boylston,42.338392,-71.73026,NEWE,MA2
01506,MA,Brookfield,42.200374,-72.09787,NEWE,MA2
01507,MA,Charlton,42.135142,-71.96961,NEWE,MA2
01508,MA,Charlton City,42.109748,-72.079455,NEWE,MA2
01509,MA,Charlton Depot,42.364807,-71.896868,NEWE,MA2
01510,MA,Clinton,42.418836,-71.68482,NEWE,MA2
01515,MA,East Brookfield,42.212777,-72.05311,NEWE,MA2
01516,MA,Douglas,42.061437,-71.72887,NEWE,MA2
01517,MA,East Princeton,42.364807,-71.896868,NEWE,MA2
01518,MA,Fiskdale,42.12515,-72.12393,NEWE,MA2
01519,MA,Grafton,42.201674,-71.68771,NEWE,MA2
01520,MA,Holden,42.338962,-71.84434,NEWE,MA2
01521,MA,Holland,42.054676,-72.16137,NEWE,MA2
01522,MA,Jefferson,42.369658,-71.87418,NEWE,MA2
01523,MA,Lancaster,42.473131,-71.67946,NEWE,MA2
01524,MA,Leicester,42.238942,-71.91908,NEWE,MA2
01525,MA,Linwood,42.364807,-71.896868,NEWE,MA2
01526,MA,Manchaug,42.364807,-71.896868,NEWE,MA2
01527,MA,Millbury,42.196144,-71.76272,NEWE,MA2
01529,MA,Millville,42.036396,-71.57798,NEWE,MA2
01531,MA,New Braintree,42.317121,-72.12248,NEWE,MA2
01532,MA,Northborough,42.321917,-71.64692,NEWE,MA2
01534,MA,Northbridge,42.140741,-71.64376,NEWE,MA2
01535,MA,North Brookfield,42.267274,-72.07823,NEWE,MA2
01536,MA,North Grafton,42.231444,-71.70523,NEWE,MA2
01537,MA,North Oxford,42.170846,-71.88989,NEWE,MA2
01538,MA,North Uxbridge,42.364807,-71.896868,NEWE,MA2
01540,MA,Oxford,42.117527,-71.8657,NEWE,MA2
01541,MA,Princeton,42.451569,-71.882,NEWE,MA2
01542,MA,Rochdale,42.194793,-71.90651,NEWE,MA2
01543,MA,Rutland,42.380877,-71.96427,NEWE,MA2
01545,MA,Shrewsbury,42.286643,-71.72502,NEWE,MA2
01546,MA,Shrewsbury,42.364807,-71.896868,NEWE,MA2
01550,MA,Southbridge,42.070827,-72.03533,NEWE,MA2
01560,MA,South Grafton,42.177462,-71.69382,NEWE,MA2
01561,MA,South Lancaster,42.443539,-71.686137,NEWE,MA2
01562,MA,Spencer,42.247212,-71.99227,NEWE,MA2
01564,MA,Sterling,42.436875,-71.77333,NEWE,MA2
01566,MA,Sturbridge,42.104581,-72.08584,NEWE,MA2
01568,MA,Upton,42.17382,-71.60971,NEWE,MA2
01569,MA,Uxbridge,42.064978,-71.62992,NEWE,MA2
01570,MA,Webster,42.047728,-71.86108,NEWE,MA2
01571,MA,Dudley,42.049864,-71.9173,NEWE,MA2
01580,MA,Westborough,42.364807,-71.896868,NEWE,MA2
01581,MA,Westborough,42.269845,-71.61408,NEWE,MA2
01582,MA,Westborough,42.364807,-71.896868,NEWE,MA2
01583,MA,West Boylston,42.359842,-71.787,NEWE,MA2
01585,MA,West Brookfield,42.242965,-72.16734,NEWE,MA2
01586,MA,West Millbury,42.364807,-71.896868,NEWE,MA2
01588,MA,Whitinsville,42.114195,-71.67225,NEWE,MA2
01590,MA,Sutton,42.131028,-71.75121,NEWE,MA2
01601,MA,Worcester,42.265275,-71.879415,NEWE,MA2
01602,MA,Worcester,42.272359,-71.84482,NEWE,MA2
01603,MA,Worcester,42.240526,-71.83776,NEWE,MA2
01604,MA,Worcester,42.255393,-71.77459,NEWE,MA2
01605,MA,Worcester,42.286543,-71.78846,NEWE,MA2
01606,MA,Worcester,42.311342,-71.79531,NEWE,MA2
01607,MA,Worcester,42.229543,-71.79501,NEWE,MA2
01608,MA,Worcester,42.261343,-71.80173,NEWE,MA2
01609,MA,Worcester,42.271743,-71.81348,NEWE,MA2
01610,MA,Worcester,42.248493,-71.80793,NEWE,MA2
01611,MA,Cherry Valley,42.238449,-71.87139,NEWE,MA2
01612,MA,Paxton,42.307591,-71.91929,NEWE,MA2
01613,MA,Worcester,42.293316,-71.801971,NEWE,MA2
01614,MA,Worcester,42.364807,-71.896868,NEWE,MA2
01615,MA,Worcester,42.364807,-71.896868,NEWE,MA2
01634,MA,Tolland,42.069484,-72.999433,,
01653,MA,Worcester,42.364807,-71.896868,NEWE,MA2
01654,MA,Worcester,42.364807,-71.896868,NEWE,MA2
01655,MA,Worcester,42.364807,-71.896868,NEWE,MA2
01701,MA,Framingham,42.318695,-71.42344,NEWE,MA2
01702,MA,Framingham,42.283995,-71.42161,NEWE,MA2
01703,MA,Framingham,42.446396,-71.459405,NEWE,MA2
01704,MA,Framingham,42.446396,-71.459405,NEWE,MA2
01705,MA,Framingham,42.446396,-71.459405,NEWE,MA2
01718,MA,Village Of Nagog Woods,42.519739,-71.42721,NEWE,MA2
01719,MA,Boxborough,42.486259,-71.51244,NEWE,MA2
01720,MA,Acton,42.477142,-71.4422,NEWE,MA2
01721,MA,Ashland,42.257956,-71.45886,NEWE,MA2
01730,MA,Bedford,42.496679,-71.27504,NEWE,MA2
01731,MA,Hanscom AFB,42.459085,-71.27556,NEWE,MA2
01740,MA,Bolton,42.437086,-71.61266,NEWE,MA2
01741,MA,Carlisle,42.5286,-71.35084,NEWE,MA2
01742,MA,Concord,42.457201,-71.37478,NEWE,MA2
01745,MA,Fayville,42.295544,-71.50468,NEWE,MA2
01746,MA,Holliston,42.196065,-71.43797,NEWE,MA2
01747,MA,Hopedale,42.125536,-71.53662,NEWE,MA2
01748,MA,Hopkinton,42.220447,-71.53418,NEWE,MA2
01749,MA,Hudson,42.389813,-71.55791,NEWE,MA2
01750,MA,Natick,42.273817,-71.378157,,
01752,MA,Marlborough,42.350909,-71.54753,NEWE,MA2
01754,MA,Maynard,42.430781,-71.45594,NEWE,MA2
01756,MA,Mendon,42.092006,-71.54474,NEWE,MA2
01757,MA,Milford,42.149176,-71.52149,NEWE,MA2
01760,MA,Natick,42.290763,-71.35368,NEWE,MA2
01770,MA,Sherborn,42.231025,-71.37202,NEWE,MA2
01772,MA,Southborough,42.297643,-71.53369,NEWE,MA2
01773,MA,Lincoln,42.425537,-71.30316,NEWE,MA2
01775,MA,Stow,42.423882,-71.51086,NEWE,MA2
01776,MA,Sudbury,42.38532,-71.42989,NEWE,MA2
01778,MA,Wayland,42.345583,-71.35643,NEWE,MA2
01784,MA,Woodville,42.446396,-71.459405,NEWE,MA2
01801,MA,Woburn,42.484545,-71.15206,NEWE,MA2
01803,MA,Burlington,42.506362,-71.20008,NEWE,MA2
01805,MA,Burlington,42.446396,-71.459405,NEWE,MA2
01806,MA,Woburn,42.446396,-71.459405,,MA2
01807,MA,Woburn,42.446396,-71.459405,NEWE,MA2
01808,MA,Woburn,42.446396,-71.459405,,MA2
01810,MA,Andover,42.646942,-71.1513,NEWE,MA2
01812,MA,Andover,42.647191,-71.184202,NEWE,MA2
01813,MA,Woburn,42.446396,-71.459405,NEWE,MA2
01815,MA,Woburn,42.446396,-71.459405,NEWE,MA2
01820,MA,Pinehurst,42.540779,-71.238175,,
01821,MA,Billerica,42.54805,-71.25054,NEWE,MA2
01822,MA,Billerica,42.446396,-71.459405,NEWE,MA2
01823,MA,Haverhill,42.800429,-71.11087,,
01824,MA,Chelmsford,42.595491,-71.3544,NEWE,MA2
01826,MA,Dracut,42.677772,-71.316,NEWE,MA2
01827,MA,Dunstable,42.671356,-71.50292,NEWE,MA2
01830,MA,Haverhill,42.78519,-71.07011,NEWE,MA2
01831,MA,Haverhill,42.771095,-71.122054,NEWE,MA2
01832,MA,Haverhill,42.781357,-71.11023,NEWE,MA2
01833,MA,Georgetown,42.729437,-70.98291,NEWE,MA3
01834,MA,Groveland,42.750691,-71.02487,NEWE,MA2
01835,MA,Haverhill,42.757767,-71.08518,NEWE,MA2
01840,MA,Lawrence,42.706941,-71.16181,NEWE,MA2
01841,MA,Lawrence,42.71159,-71.16667,NEWE,MA2
01842,MA,Lawrence,42.635443,-70.879123,NEWE,MA2
01843,MA,Lawrence,42.691091,-71.16078,NEWE,MA2
01844,MA,Methuen,42.73004,-71.17935,NEWE,MA2
01845,MA,North Andover,42.683841,-71.11171,NEWE,MA2
01850,MA,Lowell,42.655791,-71.30504,NEWE,MA2
01851,MA,Lowell,42.630915,-71.33238,NEWE,MA2
01852,MA,Lowell,42.634112,-71.29849,NEWE,MA2
01853,MA,Lowell,42.446396,-71.459405,NEWE,MA2
01854,MA,Lowell,42.649758,-71.33348,NEWE,MA2
01856,MA,Lowell,42.641779,-71.303488,,
01860,MA,Merrimac,42.834246,-71.00207,NEWE,MA3
01862,MA,North Billerica,42.573592,-71.2911,NEWE,MA2
01863,MA,North Chelmsford,42.634199,-71.39322,NEWE,MA2
01864,MA,North Reading,42.583436,-71.0982,NEWE,MA2
01865,MA,Nutting Lake,42.446396,-71.459405,NEWE,MA2
01866,MA,Pinehurst,42.446396,-71.459405,NEWE,MA2
01867,MA,Reading,42.52585,-71.10993,NEWE,MA2
01876,MA,Tewksbury,42.601684,-71.22071,NEWE,MA2
01879,MA,Tyngsboro,42.671589,-71.41694,NEWE,MA2
01880,MA,Wakefield,42.501345,-71.07132,NEWE,MA2
01885,MA,West Boxford,42.635443,-70.879123,NEWE,MA2
01886,MA,Westford,42.592086,-71.43754,NEWE,MA2
01887,MA,Wilmington,42.558576,-71.17031,NEWE,MA2
01888,MA,Woburn,42.446396,-71.459405,NEWE,MA2
01889,MA,North Reading,42.571633,-71.109646,NEWE,MA2
01890,MA,Winchester,42.451945,-71.14276,NEWE,MA2
01899,MA,Andover,42.635443,-70.879123,NEWE,MA2
01901,MA,Lynn,42.461246,-70.946743,NEWE,MA3
01902,MA,Lynn,42.469946,-70.94113,NEWE,MA3
01903,MA,Lynn,42.635443,-70.879123,NEWE,MA3
01904,MA,Lynn,42.490421,-70.96579,NEWE,MA3
01905,MA,Lynn,42.464879,-70.97411,NEWE,MA3
01906,MA,Saugus,42.462796,-71.0098,NEWE,MA3
01907,MA,Swampscott,42.474409,-70.90588,NEWE,MA3
01908,MA,Nahant,42.427096,-70.92809,NEWE,MA3
01910,MA,Lynn,42.454796,-70.974694,NEWE,MA3
01913,MA,Amesbury,42.854423,-70.93547,NEWE,MA3
01915,MA,Beverly,42.560995,-70.8757,NEWE,MA3
01921,MA,Boxford,42.677869,-71.00844,NEWE,MA3
01922,MA,Byfield,42.76087,-70.92648,NEWE,MA3
01923,MA,Danvers,42.569756,-70.94322,NEWE,MA3
01929,MA,Essex,42.631753,-70.77925,NEWE,MA3
01930,MA,Gloucester,42.624015,-70.67552,NEWE,MA3
01931,MA,Gloucester,42.635443,-70.879123,NEWE,MA3
01936,MA,Hamilton,42.635443,-70.879123,NEWE,MA3
01937,MA,Hathorne,42.635443,-70.879123,NEWE,MA3
01938,MA,Ipswich,42.682965,-70.84007,NEWE,MA3
01940,MA,Lynnfield,42.527895,-71.02834,NEWE,MA3
01944,MA,Manchester,42.580033,-70.76462,NEWE,MA3
01945,MA,Marblehead,42.497146,-70.86323,NEWE,MA3
01947,MA,Salem,42.642845,-70.873647,,
01949,MA,Middleton,42.602278,-71.01356,NEWE,MA3
01950,MA,Newburyport,42.809891,-70.86363,NEWE,MA3
01951,MA,Newbury,42.780141,-70.86866,NEWE,MA3
01952,MA,Salisbury,42.85048,-70.86153,NEWE,MA3
01960,MA,Peabody,42.534045,-70.96146,NEWE,MA3
01961,MA,Peabody,42.635443,-70.879123,NEWE,MA3
01965,MA,Prides Crossing,42.558113,-70.825743,NEWE,MA3
01966,MA,Rockport,42.659936,-70.61727,NEWE,MA3
01969,MA,Rowley,42.716708,-70.90899,NEWE,MA3
01970,MA,Salem,42.516845,-70.8985,NEWE,MA3
01971,MA,Salem,42.635443,-70.879123,NEWE,MA3
01982,MA,South Hamilton,42.616643,-70.86513,NEWE,MA3
01983,MA,Topsfield,42.642471,-70.94424,NEWE,MA3
01984,MA,Wenham,42.600518,-70.87618,NEWE,MA3
01985,MA,West Newbury,42.790736,-70.97286,NEWE,MA3
02018,MA,Accord,41.970474,-70.701357,NEWE,MA3
02019,MA,Bellingham,42.075122,-71.47953,NEWE,MA2
02020,MA,Brant Rock,42.081825,-70.643868,NEWE,MA3
02021,MA,Canton,42.166776,-71.1343,NEWE,MA2
02025,MA,Cohasset,42.241908,-70.81223,NEWE,MA3
02026,MA,Dedham,42.244609,-71.16553,NEWE,MA2
02027,MA,Dedham,42.180048,-71.08923,NEWE,MA2
02029,RI,Providence,41.817398,-71.453674,,
02030,MA,Dover,42.23888,-71.28241,NEWE,MA2
02031,MA,East Mansfield,41.998799,-71.200894,,
02032,MA,East Walpole,42.153912,-71.21362,NEWE,MA2
02035,MA,Foxboro,42.061427,-71.24232,NEWE,MA2
02038,MA,Franklin,42.089104,-71.4069,NEWE,MA2
02040,MA,Greenbush,41.970474,-70.701357,NEWE,MA3
02041,MA,Green Harbor,42.069642,-70.649075,NEWE,MA3
02043,MA,Hingham,42.225708,-70.88764,NEWE,MA3
02044,MA,Hingham,41.970474,-70.701357,NEWE,MA3
02045,MA,Hull,42.286347,-70.87663,NEWE,MA3
02047,MA,Humarock,42.142836,-70.69353,NEWE,MA3
02048,MA,Mansfield,42.019982,-71.2191,NEWE,MA2
02050,MA,Marshfield,42.109763,-70.69172,NEWE,MA3
02051,MA,Marshfield Hills,42.151202,-70.734146,NEWE,MA3
02052,MA,Medfield,42.185571,-71.30476,NEWE,MA2
02053,MA,Medway,42.151526,-71.42315,NEWE,MA2
02054,MA,Millis,42.166398,-71.36178,NEWE,MA2
02055,MA,Minot,41.970474,-70.701357,,MA3
02056,MA,Norfolk,42.111836,-71.32855,NEWE,MA2
02059,MA,North Marshfield,41.970474,-70.701357,NEWE,MA3
02060,MA,North Scituate,41.970474,-70.701357,NEWE,MA3
02061,MA,Norwell,42.15243,-70.8205,NEWE,MA3
02062,MA,Norwood,42.185974,-71.20166,NEWE,MA2
02065,MA,Ocean Bluff,42.097219,-70.651567,NEWE,MA3
02066,MA,Scituate,42.205038,-70.7513,NEWE,MA3
02067,MA,Sharon,42.113749,-71.17923,NEWE,MA2
02070,MA,Sheldonville,42.180048,-71.08923,NEWE,MA2
02071,MA,South Walpole,42.101406,-71.27239,NEWE,MA2
02072,MA,Stoughton,42.125432,-71.10627,NEWE,MA2
02081,MA,Walpole,42.145237,-71.25375,NEWE,MA2
02085,MA,Foxborough,42.075995,-71.286055,,
02090,MA,Westwood,42.212949,-71.20735,NEWE,MA2
02093,MA,Wrentham,42.0597,-71.34617,NEWE,MA2
02101,MA,Boston,42.370567,-71.026964,,
02102,MA,Boston,42.338947,-70.919635,,
02103,MA,Boston,42.338947,-70.919635,,
02104,MA,Boston,42.338947,-70.919635,,
02105,MA,Boston,42.338947,-70.919635,,
02106,MA,Boston,42.354318,-71.073449,,
02107,MA,Boston,42.338947,-70.919635,,
02108,MA,Boston,42.357903,-71.06408,NEWE,MA2
02109,MA,Boston,42.361477,-71.05417,NEWE,MA2
02110,MA,Boston,42.356532,-71.05365,NEWE,MA2
02111,MA,Boston,42.349838,-71.06101,NEWE,MA2
02112,MA,Boston,42.338947,-70.919635,NEWE,MA2
02113,MA,Boston,42.365028,-71.05636,NEWE,MA2
02114,MA,Boston,42.361792,-71.06774,NEWE,MA2
02115,MA,Boston,42.34308,-71.09268,NEWE,MA2
02116,MA,Boston,42.349622,-71.07372,NEWE,MA2
02117,MA,Boston,42.338947,-70.919635,NEWE,MA2
02118,MA,Boston,42.338724,-71.07276,NEWE,MA2
02119,MA,Boston,42.324511,-71.08455,NEWE,MA2
02120,MA,Boston,42.332099,-71.09651,NEWE,MA2
02121,MA,Boston,42.307448,-71.08127,NEWE,MA2
02122,MA,Boston,42.296298,-71.05454,NEWE,MA2
02123,MA,Boston,42.338947,-70.919635,NEWE,MA2
02124,MA,Boston,42.28713,-71.07156,NEWE,MA2
02125,MA,Boston,42.316852,-71.05811,NEWE,MA2
02126,MA,Mattapan,42.272098,-71.09426,NEWE,MA2
02127,MA,Boston,42.33499,-71.04562,NEWE,MA2
02128,MA,Boston,42.378297,-71.0255,NEWE,MA3
02129,MA,Charlestown,42.378619,-71.06495,NEWE,MA2
02130,MA,Jamaica Plain,42.309998,-71.11171,NEWE,MA2
02131,MA,Roslindale,42.284678,-71.13052,NEWE,MA2
02132,MA,West Roxbury,42.279432,-71.1598,NEWE,MA2
02133,MA,Boston,42.338947,-70.919635,NEWE,MA2
02134,MA,Allston,42.355147,-71.13164,NEWE,MA2
02135,MA,Brighton,42.348418,-71.15349,NEWE,MA2
02136,MA,Hyde Park,42.252198,-71.12593,NEWE,MA2
02137,MA,Readville,42.338947,-70.919635,NEWE,MA2
02138,MA,Cambridge,42.379146,-71.12803,NEWE,MA2
02139,MA,Cambridge,42.364347,-71.10431,NEWE,MA2
02140,MA,Cambridge,42.393327,-71.12837,NEWE,MA2
02141,MA,Cambridge,42.370519,-71.08443,NEWE,MA2
02142,MA,Cambridge,42.362297,-71.08412,NEWE,MA2
02143,MA,Somerville,42.381929,-71.09908,NEWE,MA2
02144,MA,Somerville,42.399546,-71.12165,NEWE,MA2
02145,MA,Somerville,42.390846,-71.09225,NEWE,MA2
02146,MA,Brookline,42.308198,-71.088745,,
02147,MA,Brookline Village,42.180048,-71.08923,,
02148,MA,Malden,42.428549,-71.06059,NEWE,MA2
02149,MA,Everett,42.409916,-71.0522,NEWE,MA2
02150,MA,Chelsea,42.396382,-71.03352,NEWE,MA3
02151,MA,Revere,42.416247,-71.00525,NEWE,MA3
02152,MA,Winthrop,42.373047,-70.97803,NEWE,MA3
02153,MA,Medford,42.446396,-71.459405,NEWE,MA2
02154,MA,Waltham,42.388938,-71.2398,,
02155,MA,Medford,42.419846,-71.10942,NEWE,MA2
02156,MA,West Medford,42.446396,-71.459405,NEWE,MA2
02157,MA,Babson Park,42.173933,-71.185494,,
02158,MA,Newton,42.353696,-71.188149,,
02159,MA,Newton,42.316097,-71.191248,,
02160,MA,Newton,42.446396,-71.459405,,
02161,MA,Newton,42.446396,-71.459405,,
02162,MA,Newton,42.331896,-71.25405,,
02163,MA,Boston,42.367946,-71.12056,NEWE,MA2
02164,MA,Newton,42.446396,-71.459405,,
02165,MA,Newton,42.446396,-71.459405,,
02166,MA,Auburndale,42.346146,-71.243057,,
02167,MA,Chestnut Hill,42.320797,-71.169847,,
02168,MA,Waban,42.446396,-71.459405,,
02169,MA,Quincy,42.250739,-70.99593,NEWE,MA3
02170,MA,Quincy,42.267049,-71.01834,NEWE,MA3
02171,MA,Quincy,42.284498,-71.02316,NEWE,MA3
02172,MA,Watertown,42.372596,-71.177998,,
02173,MA,Lexington,42.446396,-71.459405,,
02174,MA,Arlington,42.417695,-71.167083,,
02175,MA,Arlington Heights,42.446396,-71.459405,,
02176,MA,Melrose,42.459045,-71.06233,NEWE,MA2
02177,MA,Melrose,42.446396,-71.459405,,
02178,MA,Belmont,42.446396,-71.459405,,
02179,MA,Waverley,42.446396,-71.459405,,
02180,MA,Stoneham,42.480145,-71.09835,NEWE,MA2
02181,MA,Wellesley,42.300596,-71.27875,,
02184,MA,Braintree,42.209555,-70.99968,NEWE,MA3
02185,MA,Braintree,42.180048,-71.08923,NEWE,MA3
02186,MA,Milton,42.253074,-71.07496,NEWE,MA2
02187,MA,Milton Village,42.180048,-71.08923,NEWE,MA2
02188,MA,Weymouth,42.212866,-70.95872,NEWE,MA3
02189,MA,Weymouth,42.2112,-70.93111,NEWE,MA3
02190,MA,Weymouth,42.1711,-70.94597,NEWE,MA3
02191,MA,Weymouth,42.242749,-70.94434,NEWE,MA3
02192,MA,Needham,42.180048,-71.08923,,
02193,MA,Weston,42.446396,-71.459405,,
02194,MA,Needham,42.292547,-71.225799,,
02195,MA,Newton,42.446396,-71.459405,,
02196,MA,Boston,42.338947,-70.919635,NEWE,MA2
02199,MA,Boston,42.34713,-71.08234,NEWE,MA2
02201,MA,Boston,42.338947,-70.919635,NEWE,MA2
02202,MA,Boston,42.361094,-71.061814,,
02203,MA,Boston,42.361485,-71.060364,NEWE,MA2
02204,MA,Boston,42.338947,-70.919635,NEWE,MA2
02205,MA,Boston,42.350334,-71.053877,NEWE,MA2
02206,MA,Boston,42.338947,-70.919635,NEWE,MA2
02207,MA,Boston,42.338947,-70.919635,,MA2
02208,MA,Boston,42.338947,-70.919635,,
02209,MA,Boston,42.338947,-70.919635,,
02210,MA,Boston,42.347974,-71.04463,NEWE,MA2
02211,MA,Boston,42.338947,-70.919635,NEWE,MA2
02212,MA,Boston,42.446396,-71.459405,NEWE,MA2
02215,MA,Boston,42.346997,-71.10215,NEWE,MA2
02216,MA,Boston,42.338947,-70.919635,,MA2
02217,MA,Boston,42.338947,-70.919635,NEWE,MA2
02222,MA,Boston,42.367797,-71.06282,NEWE,MA2
02228,MA,,,,NEWE,MA3
02238,MA,Cambridge,42.446396,-71.459405,NEWE,MA2
02239,MA,Cambridge,42.446396,-71.459405,,MA2
02241,MA,Boston,42.338947,-70.919635,NEWE,MA2
02254,MA,Waltham,42.446396,-71.459405,,
02258,MA,Newton,42.446396,-71.459405,,
02266,MA,Boston,42.338947,-70.919635,NEWE,MA2
02269,MA,Quincy,42.180048,-71.08923,NEWE,MA3
02272,MA,Watertown,42.446396,-71.459405,,
02277,MA,Watertown,42.446396,-71.459405,,
02283,MA,Boston,42.338947,-70.919635,NEWE,MA2
02284,MA,Boston,42.338947,-70.919635,NEWE,MA2
02293,MA,Boston,42.338947,-70.919635,NEWE,MA2
02295,MA,Boston,42.338947,-70.919635,NEWE,MA2
02297,MA,Boston,42.338947,-70.919635,NEWE,MA2
02298,MA,,,,NEWE,MA2
02301,MA,Brockton,42.0794,-71.03441,NEWE,MA3
02302,MA,Brockton,42.08715,-71.00222,NEWE,MA3
02303,MA,Brockton,41.970474,-70.701357,NEWE,MA3
02304,MA,Brockton,41.970474,-70.701357,NEWE,MA3
02305,MA,Brockton,41.970474,-70.701357,NEWE,MA3
02322,MA,Avon,42.121932,-71.04522,NEWE,MA2
02324,MA,Bridgewater,41.979501,-70.97215,NEWE,MA3
02325,MA,Bridgewater,41.98725,-70.972786,NEWE,MA3
02327,MA,Bryantville,42.040708,-70.827245,NEWE,MA3
02330,MA,Carver,41.873697,-70.7656,NEWE,MA3
02331,MA,Duxbury,41.970474,-70.701357,NEWE,MA3
02332,MA,Duxbury,42.031371,-70.70105,NEWE,MA3
02333,MA,East Bridgewater,42.029083,-70.95227,NEWE,MA3
02334,MA,Easton,42.023528,-71.132397,NEWE,MA2
02337,MA,Elmwood,42.022225,-70.931588,NEWE,MA3
02338,MA,Halifax,41.999851,-70.85395,NEWE,MA3
02339,MA,Hanover,42.12867,-70.85913,NEWE,MA3
02340,MA,,,,NEWE,MA3
02341,MA,Hanson,42.059434,-70.86205,NEWE,MA3
02343,MA,Holbrook,42.148351,-71.01037,NEWE,MA3
02344,MA,Middleboro,41.970474,-70.701357,NEWE,MA3
02345,MA,Manomet,41.888198,-70.581029,NEWE,MA3
02346,MA,Middleboro,41.889582,-70.89406,NEWE,MA3
02347,MA,Lakeville,41.835094,-70.95973,NEWE,MA3
02348,MA,Middleboro,41.970474,-70.701357,NEWE,MA3
02349,MA,Middleboro,41.970474,-70.701357,NEWE,MA3
02350,MA,Monponsett,42.018525,-70.847486,NEWE,MA3
02351,MA,Abington,42.119534,-70.94787,NEWE,MA3
02355,MA,North Carver,41.916918,-70.801331,NEWE,MA3
02356,MA,North Easton,42.058507,-71.11309,NEWE,MA2
02357,MA,North Easton,42.064499,-71.087091,NEWE,MA2
02358,MA,North Pembroke,41.805219,-70.62642,NEWE,MA3
02359,MA,Pembroke,42.065554,-70.80426,NEWE,MA3
02360,MA,Plymouth,41.894676,-70.61999,NEWE,MA3
02361,MA,Plymouth,41.970474,-70.701357,NEWE,MA3
02362,MA,Plymouth,41.970474,-70.701357,NEWE,MA3
02363,MA,Plymouth,41.959094,-70.706774,,
02364,MA,Kingston,41.993102,-70.73827,NEWE,MA3
02366,MA,South Carver,41.854063,-70.66088,NEWE,MA3
02367,MA,Plympton,41.968987,-70.80452,NEWE,MA3
02368,MA,Randolph,42.173417,-71.04912,NEWE,MA2
02369,MA,Dennis Port,41.662531,-70.14021,,
02370,MA,Rockland,42.129513,-70.91189,NEWE,MA3
02375,MA,South Easton,42.029749,-71.10191,NEWE,MA2
02379,MA,West Bridgewater,42.02195,-71.01878,NEWE,MA3
02381,MA,White Horse Beach,41.931602,-70.561051,NEWE,MA3
02382,MA,Whitman,42.08235,-70.93734,NEWE,MA3
02401,MA,Brockton,42.079399,-71.03459,,
02402,MA,Brockton,42.0863,-70.999339,,
02403,MA,Brockton,41.970474,-70.701357,,
02404,MA,Brockton,41.970474,-70.701357,,
02405,MA,Brockton,41.970474,-70.701357,,
02407,MA,Scituate,42.136086,-70.688251,,
02420,MA,Lexington,42.452895,-71.21619,NEWE,MA2
02421,MA,Lexington,42.439295,-71.23553,NEWE,MA2
02445,MA,Brookline,42.324397,-71.13933,NEWE,MA2
02446,MA,Brookline,42.344747,-71.12141,NEWE,MA2
02447,MA,Brookline Village,42.180048,-71.08923,NEWE,MA2
02451,MA,Waltham,42.393029,-71.24771,NEWE,MA2
02452,MA,Waltham,42.392496,-71.22153,NEWE,MA2
02453,MA,Waltham,42.370446,-71.23563,NEWE,MA2
02454,MA,Waltham,42.356719,-71.250479,NEWE,MA2
02455,MA,,,,NEWE,MA2
02456,MA,New Town,42.446396,-71.459405,NEWE,MA2
02457,MA,Babson Park,42.180048,-71.08923,NEWE,MA2
02458,MA,Newton,42.354727,-71.18809,NEWE,MA2
02459,MA,Newton Center,42.321197,-71.193,NEWE,MA2
02460,MA,Newtonville,42.352996,-71.20907,NEWE,MA2
02461,MA,Newton Highlands,42.31883,-71.20822,NEWE,MA2
02462,MA,Newton Lower Falls,42.331646,-71.25761,NEWE,MA2
02464,MA,Newton Upper Falls,42.311997,-71.22046,NEWE,MA2
02465,MA,West Newton,42.351046,-71.22677,NEWE,MA2
02466,MA,Auburndale,42.345833,-71.24735,NEWE,MA2
02467,MA,Chestnut Hill,42.321997,-71.17314,NEWE,MA2
02468,MA,Waban,42.325247,-71.2319,NEWE,MA2
02471,MA,Watertown,42.446396,-71.459405,NEWE,MA2
02472,MA,Watertown,42.371296,-71.18196,NEWE,MA2
02474,MA,Arlington,42.419496,-71.15635,NEWE,MA2
02475,MA,Arlington Heights,42.446396,-71.459405,NEWE,MA2
02476,MA,Arlington,42.416745,-71.17761,NEWE,MA2
02477,MA,Watertown,42.446396,-71.459405,NEWE,MA2
02478,MA,Belmont,42.391546,-71.17471,NEWE,MA2
02479,MA,Waverley,42.446396,-71.459405,NEWE,MA2
02481,MA,Wellesley Hills,42.313329,-71.27649,NEWE,MA2
02482,MA,Wellesley,42.300096,-71.30336,NEWE,MA2
02492,MA,Needham,42.278247,-71.23388,NEWE,MA2
02493,MA,Weston,42.358663,-71.28831,NEWE,MA2
02494,MA,Needham,42.29813,-71.23154,NEWE,MA2
02495,MA,Nonantum,42.446396,-71.459405,NEWE,MA2
02532,MA,Buzzards Bay,41.751841,-70.59764,NEWE,MA3
02534,MA,Cataumet,41.66566,-70.616,NEWE,MA3
02535,MA,Chilmark,41.345578,-70.75145,NEWE,MA3
02536,MA,East Falmouth,41.578992,-70.5614,NEWE,MA3
02537,MA,East Sandwich,41.733837,-70.43754,NEWE,MA3
02538,MA,East Wareham,41.782915,-70.64881,NEWE,MA3
02539,MA,Edgartown,41.380479,-70.52453,NEWE,MA3
02540,MA,Falmouth,41.56105,-70.61968,NEWE,MA3
02541,MA,Falmouth,41.799312,-70.308662,NEWE,MA3
